,Type,From,To,Amount,Txn,punk_id
14340,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1595.0
14341,Bid,JcW0rLd9…,,<0.01Ξ ($1),"Jan 17, 2021",1595.0
14342,Claimed,,0xcbd482,,"Jun 23, 2017",1595.0
14343,Transfer,0xba7ccc,0xcffc33,,"May 05, 2021",1596.0
14344,Claimed,,0xba7ccc,,"Jun 23, 2017",1596.0
14345,Offered,,,"24.49Ξ ($48,466)","Jul 18, 2021",1597.0
14346,Offered,,,"24.99Ξ ($103,180)","May 10, 2021",1597.0
14347,Offer Withdrawn,,,,"May 03, 2021",1597.0
14348,Offered,,,"25.99Ξ ($70,370)","Apr 29, 2021",1597.0
14349,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1597.0
14350,Claimed,,0xcbd482,,"Jun 23, 2017",1597.0
14351,Transfer,0x207355,0x4084df,,"May 07, 2021",1598.0
14352,Bid Withdrawn,dafaiujn…,,0.06Ξ ($17),"Jul 09, 2019",1598.0
14353,Bid,dafaiujn…,,0.06Ξ ($14),"Jun 10, 2019",1598.0
14354,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",1598.0
14355,Claimed,,0x207355,,"Jun 23, 2017",1598.0
14356,Transfer,DANNY,0x5ea968,,"Feb 19, 2021",1599.0
14357,Transfer,0x577ebc,DANNY,,"Feb 19, 2021",1599.0
14358,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1599.0
14359,Claimed,,0xcbd482,,"Jun 23, 2017",1599.0
14360,Transfer,0x637532,0x51688c,,"Jun 01, 2019",1600.0
14361,Transfer,0x58164b,0x637532,,"May 10, 2019",1600.0
14362,Bid Withdrawn,0xa0a59c,,0.25Ξ ($50),"Jul 31, 2017",1600.0
14363,Bid,0xa0a59c,,0.25Ξ ($59),"Jul 09, 2017",1600.0
14364,Claimed,,0x58164b,,"Jun 23, 2017",1600.0
14365,Transfer,0x577ebc,0x5ea968,,"Feb 19, 2021",1601.0
14366,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1601.0
14367,Claimed,,0xcbd482,,"Jun 23, 2017",1601.0
14368,Transfer,0x22160e,0x00b278,,"Jul 18, 2017",1602.0
14369,Offered,,,0.42Ξ ($80),"Jul 11, 2017",1602.0
14370,Claimed,,0x22160e,,"Jun 23, 2017",1602.0
14371,Offer Withdrawn,,,,"Jun 20, 2021",1603.0
14372,Bid Withdrawn,0x12cd87,,"52.50Ξ ($108,578)","Jun 20, 2021",1603.0
14373,Bid,0x12cd87,,"52.50Ξ ($119,662)","Jun 18, 2021",1603.0
14374,Bid Withdrawn,0x12cd87,,"50Ξ ($113,964)","Jun 18, 2021",1603.0
14375,Bid,0x12cd87,,"50Ξ ($123,556)","Jun 16, 2021",1603.0
14376,Offered,,,"69Ξ ($174,228)","Jun 16, 2021",1603.0
14377,Bid,tappy.et…,,"48Ξ ($121,208)","Jun 16, 2021",1603.0
14378,Offered,,,"61Ξ ($152,842)","Jun 16, 2021",1603.0
14379,Offer Withdrawn,,,,"Jun 15, 2021",1603.0
14380,Offered,,,"64Ξ ($162,083)","Jun 15, 2021",1603.0
14381,Offered,,,"69Ξ ($179,110)","Jun 15, 2021",1603.0
14382,Bid,0x12cd87,,"45Ξ ($116,811)","Jun 15, 2021",1603.0
14383,Offered,,,"75Ξ ($196,675)","Jun 15, 2021",1603.0
14384,Offer Withdrawn,,,,"Jun 15, 2021",1603.0
14385,Offered,,,"69Ξ ($180,941)","Jun 15, 2021",1603.0
14386,Bid Withdrawn,0xfb2e9b,,"2Ξ ($2,916)","Mar 05, 2021",1603.0
14387,Bid,0xfb2e9b,,"2Ξ ($2,954)","Mar 02, 2021",1603.0
14388,Bid,0xcd2c66,,0.70Ξ ($170),"Jun 09, 2020",1603.0
14389,Bid Withdrawn,0xa0a59c,,0.11Ξ ($25),"Oct 09, 2018",1603.0
14390,Bid,0xa0a59c,,0.11Ξ ($34),"Nov 12, 2017",1603.0
14391,Bid Withdrawn,0x22160e,,0.05Ξ ($10),"Jul 13, 2017",1603.0
14392,Bid,0x22160e,,0.05Ξ ($10),"Jul 11, 2017",1603.0
14393,Bid Withdrawn,0xff8414,,0.37Ξ ($100),"Jul 04, 2017",1603.0
14394,Bid,0xff8414,,0.37Ξ ($100),"Jul 04, 2017",1603.0
14395,Bid,0xa0a59c,,0.30Ξ ($83),"Jul 03, 2017",1603.0
14396,Bid Withdrawn,0xff8414,,0.23Ξ ($67),"Jul 02, 2017",1603.0
14397,Bid,0xff8414,,0.23Ξ ($67),"Jul 02, 2017",1603.0
14398,Bid Withdrawn,0xff8414,,0.15Ξ ($42),"Jul 02, 2017",1603.0
14399,Bid,0xff8414,,0.15Ξ ($41),"Jun 30, 2017",1603.0
14400,Claimed,,0xd4fa6e,,"Jun 23, 2017",1603.0
14401,Transfer,0xa3cb30,0x062c54,,"Mar 14, 2021",1604.0
14402,Bid Withdrawn,Dude_Nak…,,0.15Ξ ($59),"Mar 30, 2018",1604.0
14403,Bid,Dude_Nak…,,0.15Ξ ($82),"Mar 17, 2018",1604.0
14404,Transfer,0x00bd9f,0xa3cb30,,"Mar 07, 2018",1604.0
14405,Bid,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017",1604.0
14406,Claimed,,0x00bd9f,,"Jun 23, 2017",1604.0
14407,Offered,,,"108.88Ξ ($199,029)","Jul 19, 2021",1605.0
14408,Offered,,,"133.70Ξ ($264,790)","Jul 13, 2021",1605.0
14409,Sold,0x76334d,laggy.et…,"75Ξ ($212,483)","May 01, 2021",1605.0
14410,Bid Withdrawn,yfimaxi.…,,"65Ξ ($177,770)","Apr 30, 2021",1605.0
14411,Bid,yfimaxi.…,,"65Ξ ($162,208)","Apr 27, 2021",1605.0
14412,Offered,,,"75Ξ ($187,445)","Apr 26, 2021",1605.0
14413,Offered,,,"72Ξ ($172,166)","Apr 14, 2021",1605.0
14414,Offered,,,"97Ξ ($201,847)","Apr 09, 2021",1605.0
14415,Sold,sighduck…,0x76334d,"60Ξ ($122,870)","Apr 08, 2021",1605.0
14416,Offered,,,"60Ξ ($126,693)","Apr 07, 2021",1605.0
14417,Offered,,,"62Ξ ($130,222)","Apr 05, 2021",1605.0
14418,Offered,,,"70Ξ ($119,280)","Mar 28, 2021",1605.0
14419,Offered,,,"62Ξ ($105,688)","Mar 28, 2021",1605.0
14420,Offered,,,"65Ξ ($110,999)","Mar 27, 2021",1605.0
14421,Offered,,,"66Ξ ($111,394)","Mar 27, 2021",1605.0
14422,Offered,,,"67Ξ ($106,393)","Mar 25, 2021",1605.0
14423,Offered,,,"68Ξ ($115,565)","Mar 23, 2021",1605.0
14424,Offered,,,"80Ξ ($136,349)","Mar 23, 2021",1605.0
14425,Offered,,,"69Ξ ($116,337)","Mar 23, 2021",1605.0
14426,Offered,,,"77Ξ ($130,320)","Mar 23, 2021",1605.0
14427,Offered,,,"77Ξ ($130,320)","Mar 23, 2021",1605.0
14428,Offered,,,"78Ξ ($139,377)","Mar 22, 2021",1605.0
14429,Offered,,,"83Ξ ($152,162)","Mar 20, 2021",1605.0
14430,Offered,,,"85Ξ ($155,271)","Mar 17, 2021",1605.0
14431,Offered,,,"92Ξ ($162,332)","Mar 17, 2021",1605.0
14432,Offered,,,"93Ξ ($167,496)","Mar 15, 2021",1605.0
14433,Offered,,,"95Ξ ($177,306)","Mar 14, 2021",1605.0
14434,Sold,wookie.e…,sighduck…,"63Ξ ($116,947)","Mar 14, 2021",1605.0
14435,Bid,sighduck…,,"63Ξ ($116,947)","Mar 14, 2021",1605.0
14436,Bid Withdrawn,sighduck…,,"65Ξ ($120,660)","Mar 14, 2021",1605.0
14437,Bid,sighduck…,,"65Ξ ($120,660)","Mar 14, 2021",1605.0
14438,Bid Withdrawn,beoga.et…,,"65Ξ ($120,128)","Mar 14, 2021",1605.0
14439,Bid,beoga.et…,,"65Ξ ($120,128)","Mar 14, 2021",1605.0
14440,Offered,,,"75Ξ ($144,587)","Mar 14, 2021",1605.0
14441,Offered,,,"125.12Ξ ($218,697)","Mar 13, 2021",1605.0
14442,Offered,,,"221.21Ξ ($401,009)","Mar 11, 2021",1605.0
14443,Offered,,,"99.99Ξ ($177,867)","Mar 11, 2021",1605.0
14444,Transfer,sexpunks…,wookie.e…,,"Mar 11, 2021",1605.0
14445,Offered,,,"99Ξ ($176,106)","Mar 11, 2021",1605.0
14446,Offered,,,"68.92Ξ ($121,982)","Mar 10, 2021",1605.0
14447,Offered,,,"100Ξ ($186,866)","Mar 10, 2021",1605.0
14448,(Unwrap),WrappedC…,sexpunks…,,"Mar 10, 2021",1605.0
14449,(Wrap),0x6a6936,WrappedC…,,"Dec 24, 2020",1605.0
14450,Transfer,0x4fa27c,0x6a6936,,"Dec 24, 2020",1605.0
14451,Sold,zonted,0x4fa27c,"21.50Ξ ($13,163)","Dec 24, 2020",1605.0
14452,Bid,0x4fa27c,,"21.50Ξ ($13,163)","Dec 24, 2020",1605.0
14453,Offered,,,"25Ξ ($9,460)","Sep 15, 2020",1605.0
14454,Sold,VonMises,zonted,"6.49Ξ ($2,456)","Sep 15, 2020",1605.0
14455,Offered,,,"6.49Ξ ($2,388)","Sep 14, 2020",1605.0
14456,Sold,Pranksy,VonMises,1.20Ξ ($228),"May 12, 2020",1605.0
14457,Offered,,,1.20Ξ ($172),"Jan 07, 2020",1605.0
14458,Bid Withdrawn,scalynel…,,0.60Ξ ($80),"Jan 04, 2020",1605.0
14459,Bid,scalynel…,,0.60Ξ ($81),"Jan 04, 2020",1605.0
14460,Offered,,,0.75Ξ ($122),"Oct 23, 2019",1605.0
14461,Offered,,,1.25Ξ ($273),"Jul 31, 2019",1605.0
14462,Offered,,,2Ξ ($619),"Jun 22, 2019",1605.0
14463,Sold,0x00d7c9,Pranksy,0.40Ξ ($109),"Jun 20, 2019",1605.0
14464,Bid,Pranksy,,0.40Ξ ($109),"Jun 20, 2019",1605.0
14465,Offer Withdrawn,,,,"Jun 06, 2019",1605.0
14466,Offered,,,0.70Ξ ($118),"May 03, 2019",1605.0
14467,Offered,,,"5Ξ ($5,251)","Jan 16, 2018",1605.0
14468,Claimed,,0x00d7c9,,"Jun 23, 2017",1605.0
14469,Bid Withdrawn,0xa6bb24,,0.75Ξ ($825),"Jan 12, 2021",1606.0
14470,Bid,0xa6bb24,,0.75Ξ ($950),"Jan 09, 2021",1606.0
14471,Claimed,,0x44fab5,,"Jun 23, 2017",1606.0
14472,(Wrap),0x860f67,WrappedC…,,"Apr 19, 2021",1607.0
14473,Transfer,0x77047b,0x860f67,,"Apr 19, 2021",1607.0
14474,Transfer,0x938bd2,0x77047b,,"Apr 18, 2021",1607.0
14475,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1607.0
14476,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1607.0
14477,Claimed,,0xcbd482,,"Jun 23, 2017",1607.0
14478,Bid Withdrawn,AZonneve…,,1.50Ξ ($374),"Jun 02, 2020",1608.0
14479,Bid,AZonneve…,,1.50Ξ ($305),"May 25, 2020",1608.0
14480,Bid Withdrawn,AZonneve…,,1Ξ ($203),"May 25, 2020",1608.0
14481,Bid,AZonneve…,,1Ξ ($207),"May 23, 2020",1608.0
14482,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",1608.0
14483,Claimed,,0x005734,,"Jun 23, 2017",1608.0
14484,Transfer,0x577ebc,0xb88f61,,"Feb 13, 2021",1609.0
14485,Bid Withdrawn,0x7a37a1,,"9Ξ ($12,189)","Jan 31, 2021",1609.0
14486,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1609.0
14487,Bid,0x7a37a1,,"9Ξ ($10,955)","Jan 18, 2021",1609.0
14488,Bid,natealex,,"7Ξ ($8,418)","Jan 17, 2021",1609.0
14489,Bid,0xaf5e63,,"6Ξ ($7,239)","Jan 17, 2021",1609.0
14490,Bid,0x6cfe97,,"5.50Ξ ($6,636)","Jan 17, 2021",1609.0
14491,Bid Withdrawn,Party,,"5Ξ ($5,937)","Jan 07, 2021",1609.0
14492,Bid,Party,,"5Ξ ($6,010)","Jan 07, 2021",1609.0
14493,Bid,0x6611fe,,0.50Ξ ($134),"Jul 05, 2017",1609.0
14494,Bid,0x717403,,0.50Ξ ($133),"Jul 05, 2017",1609.0
14495,Bid,0x6611fe,,0.50Ξ ($133),"Jul 05, 2017",1609.0
14496,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",1609.0
14497,Claimed,,0xcbd482,,"Jun 23, 2017",1609.0
14498,Bid Withdrawn,0x4927ad,,0.12Ξ ($204),"Mar 08, 2021",1610.0
14499,Bid,0x4927ad,,0.12Ξ ($191),"Mar 03, 2021",1610.0
14500,Bid,0xd32074,,0.10Ξ ($161),"Mar 03, 2021",1610.0
14501,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 14, 2020",1610.0
14502,Transfer,Bendicio…,0xadb3a2,,"Jan 03, 2018",1610.0
14503,Offered,,,0.50Ξ ($342),"Dec 15, 2017",1610.0
14504,Sold,0x0a4eaf…,Bendicio…,0.29Ξ ($90),"Aug 11, 2017",1610.0
14505,Bid,Bendicio…,,0.29Ξ ($65),"Jul 24, 2017",1610.0
14506,Bid,Bendicio…,,0.10Ξ ($23),"Jul 24, 2017",1610.0
14507,Bid,Bendicio…,,0.05Ξ ($11),"Jul 24, 2017",1610.0
14508,Offer Withdrawn,,,,"Jul 09, 2017",1610.0
14509,Offered,,,0.35Ξ ($83),"Jul 09, 2017",1610.0
14510,Offer Withdrawn,,,,"Jul 08, 2017",1610.0
14511,Offered,,,0.40Ξ ($98),"Jul 08, 2017",1610.0
14512,Offer Withdrawn,,,,"Jul 08, 2017",1610.0
14513,Offered,,,0.50Ξ ($123),"Jul 08, 2017",1610.0
14514,Offer Withdrawn,,,,"Jul 08, 2017",1610.0
14515,Offered,,,0.50Ξ ($123),"Jul 08, 2017",1610.0
14516,Offer Withdrawn,,,,"Jul 08, 2017",1610.0
14517,Offered,,,0.50Ξ ($123),"Jul 08, 2017",1610.0
14518,Offer Withdrawn,,,,"Jul 08, 2017",1610.0
14519,Offered,,,1Ξ ($246),"Jul 08, 2017",1610.0
14520,Transfer,0x5b098b,0x0a4eaf…,,"Jul 06, 2017",1610.0
14521,Sold,0x515a82,0x5b098b,0.06Ξ ($18),"Jun 29, 2017",1610.0
14522,Offered,,,0.06Ξ ($18),"Jun 29, 2017",1610.0
14523,Bid,0x7760e0,,<0.01Ξ ($0),"Jun 28, 2017",1610.0
14524,Bid,0x10f7db,,<0.01Ξ ($0),"Jun 28, 2017",1610.0
14525,Claimed,,0x515a82,,"Jun 23, 2017",1610.0
14526,Offered,,,"40Ξ ($92,813)","Jul 07, 2021",1611.0
14527,Offer Withdrawn,,,,"Apr 15, 2021",1611.0
14528,Bid Withdrawn,notmycir…,,"30Ξ ($74,027)","Apr 15, 2021",1611.0
14529,Offered,,,"37Ξ ($89,748)","Apr 15, 2021",1611.0
14530,Bid,notmycir…,,"30Ξ ($69,539)","Apr 14, 2021",1611.0
14531,Claimed,,0xc272ed,,"Jun 23, 2017",1611.0
14532,Bid Withdrawn,thebinoc…,,"33.50Ξ ($115,243)","May 05, 2021",1612.0
14533,Bid,thebinoc…,,"33.50Ξ ($110,211)","May 05, 2021",1612.0
14534,Transfer,0x133524,0xd79b93,,"May 05, 2021",1612.0
14535,Claimed,,0x133524,,"Jun 23, 2017",1612.0
14536,Offered,,,"230Ξ ($629,630)","Jun 04, 2021",1613.0
14537,Offered,,,2.32KΞ ($6.01M),"May 25, 2021",1613.0
14538,Sold,0x0e9aed,sartoshi…,"24.99Ξ ($64,455)","May 25, 2021",1613.0
14539,Offered,,,"24.99Ξ ($97,382)","May 09, 2021",1613.0
14540,Bid Withdrawn,0xed2d12,,"25Ξ ($68,035)","Apr 29, 2021",1613.0
14541,Bid,0xed2d12,,"25Ξ ($68,334)","Apr 28, 2021",1613.0
14542,Offered,,,"28.99Ξ ($67,515)","Apr 14, 2021",1613.0
14543,Sold,seel.eth,0x0e9aed,"23.67Ξ ($53,355)","Apr 13, 2021",1613.0
14544,Offered,,,"23.67Ξ ($39,960)","Mar 28, 2021",1613.0
14545,Offer Withdrawn,,,,"Mar 09, 2021",1613.0
14546,Offered,,,"24.99Ξ ($37,257)","Mar 05, 2021",1613.0
14547,Offer Withdrawn,,,,"Feb 18, 2021",1613.0
14548,Offered,,,"15Ξ ($27,315)","Feb 16, 2021",1613.0
14549,Sold,0x577ebc,seel.eth,"8.10Ξ ($14,768)","Feb 15, 2021",1613.0
14550,Offered,,,"8.10Ξ ($14,424)","Feb 15, 2021",1613.0
14551,Transfer,0xcbd482,0x577ebc,,"Jan 31, 2021",1613.0
14552,Claimed,,0xcbd482,,"Jun 23, 2017",1613.0
14553,Sold,0x2d8e4d,0x2c4090,"25Ξ ($44,447)","Mar 21, 2021",1614.0
14554,Offered,,,"25Ξ ($45,322)","Mar 12, 2021",1614.0
14555,Sold,0x48db19,0x2d8e4d,"22.90Ξ ($39,720)","Feb 22, 2021",1614.0
14556,Offered,,,"22.90Ξ ($44,221)","Feb 21, 2021",1614.0
14557,Offered,,,"20Ξ ($38,499)","Feb 21, 2021",1614.0
14558,Transfer,0xbfe1f8,0x48db19,,"Sep 16, 2020",1614.0
14559,Claimed,,0xbfe1f8,,"Jun 23, 2017",1614.0
14560,Sold,Hemba,0x00b278,0.36Ξ ($96),"Jul 04, 2017",1615.0
14561,Offered,,,0.36Ξ ($96),"Jul 04, 2017",1615.0
14562,Claimed,,Hemba,,"Jun 23, 2017",1615.0
14563,(Wrap),0xd2ac50,WrappedC…,,"Apr 20, 2021",1616.0
14564,Transfer,0xc02322,0xd2ac50,,"Apr 20, 2021",1616.0
14565,Transfer,0x938bd2,0xc02322,,"Apr 19, 2021",1616.0
14566,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1616.0
14567,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1616.0
14568,Claimed,,0xcbd482,,"Jun 23, 2017",1616.0
14569,Transfer,0xfb60bb,0x4bbb41,,"Feb 15, 2021",1617.0
14570,Sold,ChrisR,0xfb60bb,0.95Ξ ($320),"Jul 30, 2020",1617.0
14571,Offered,,,0.95Ξ ($219),"Jul 04, 2020",1617.0
14572,Transfer,Pranksy,ChrisR,,"Jul 02, 2020",1617.0
14573,Offered,,,0.99Ξ ($226),"Jul 01, 2020",1617.0
14574,Offered,,,1.15Ξ ($269),"Jun 22, 2020",1617.0
14575,Offered,,,1.79Ξ ($361),"May 22, 2020",1617.0
14576,Sold,0xb6be4d,Pranksy,0.90Ξ ($182),"May 22, 2020",1617.0
14577,Offered,,,0.90Ξ ($405),"Jul 23, 2018",1617.0
14578,Claimed,,0xb6be4d,,"Jun 23, 2017",1617.0
14579,Sold,0x05e709,0x591660,"23.48Ξ ($52,586)","Apr 24, 2021",1618.0
14580,Offered,,,"23.48Ξ ($51,221)","Apr 24, 2021",1618.0
14581,Offered,,,"24.96Ξ ($63,414)","Apr 22, 2021",1618.0
14582,Offered,,,"28Ξ ($66,707)","Apr 21, 2021",1618.0
14583,Bid Withdrawn,redlione…,,"19Ξ ($31,843)","Mar 07, 2021",1618.0
14584,Bid,redlione…,,"19Ξ ($31,735)","Mar 06, 2021",1618.0
14585,Offer Withdrawn,,,,"Mar 05, 2021",1618.0
14586,Offered,,,"25.98Ξ ($38,309)","Mar 05, 2021",1618.0
14587,Offered,,,"29.95Ξ ($44,380)","Mar 05, 2021",1618.0
14588,Transfer,0xaae8c5,0x05e709,,"Mar 03, 2021",1618.0
14589,Offered,,,"25.98Ξ ($41,751)","Mar 03, 2021",1618.0
14590,Bid Withdrawn,Pranksy,,"18Ξ ($27,321)","Mar 03, 2021",1618.0
14591,Offered,,,"27.97Ξ ($41,305)","Mar 02, 2021",1618.0
14592,Offered,,,"29.99Ξ ($47,231)","Mar 02, 2021",1618.0
14593,Offered,,,"31.99Ξ ($50,241)","Mar 02, 2021",1618.0
14594,Sold,0xe03559,0xaae8c5,"25Ξ ($39,263)","Mar 02, 2021",1618.0
14595,Offered,,,"25Ξ ($39,263)","Mar 02, 2021",1618.0
14596,Bid,Pranksy,,"18Ξ ($28,193)","Mar 02, 2021",1618.0
14597,Claimed,,0xe03559,,"Jun 23, 2017",1618.0
14598,Transfer,0x938bd2,0x1c41d8,,"Apr 23, 2021",1619.0
14599,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1619.0
14600,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1619.0
14601,Claimed,,0xcbd482,,"Jun 23, 2017",1619.0
14602,(Wrap),0x860f67,WrappedC…,,"Apr 19, 2021",1620.0
14603,Transfer,0x77047b,0x860f67,,"Apr 19, 2021",1620.0
14604,Transfer,0x938bd2,0x77047b,,"Apr 19, 2021",1620.0
14605,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1620.0
14606,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1620.0
14607,Claimed,,0xcbd482,,"Jun 23, 2017",1620.0
14608,Offered,,,"40Ξ ($70,172)","Mar 16, 2021",1621.0
14609,Bid Withdrawn,0x13579f,,"26Ξ ($48,855)","Mar 14, 2021",1621.0
14610,Sold,0x577ebc,0xe281b9,"26.49Ξ ($50,406)","Mar 14, 2021",1621.0
14611,Bid,0x13579f,,"26Ξ ($49,474)","Mar 14, 2021",1621.0
14612,Bid Withdrawn,0x13579f,,"25Ξ ($47,571)","Mar 14, 2021",1621.0
14613,Offered,,,"26.49Ξ ($50,406)","Mar 14, 2021",1621.0
14614,Bid,0x13579f,,"25Ξ ($47,278)","Mar 14, 2021",1621.0
14615,Offered,,,"27.99Ξ ($54,313)","Mar 13, 2021",1621.0
14616,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1621.0
14617,Bid Withdrawn,thi,,"1Ξ ($1,348)","Jan 20, 2021",1621.0
14618,Bid,thi,,"1Ξ ($1,235)","Jan 17, 2021",1621.0
14619,Claimed,,0xcbd482,,"Jun 23, 2017",1621.0
14620,Bid,ripharam…,,"23.69Ξ ($46,139)","Jul 16, 2021",1622.0
14621,Offered,,,"25Ξ ($101,730)","May 12, 2021",1622.0
14622,Offered,,,"25Ξ ($101,730)","May 12, 2021",1622.0
14623,Offer Withdrawn,,,,"May 07, 2021",1622.0
14624,Offered,,,"25Ξ ($86,523)","May 07, 2021",1622.0
14625,Sold,0x3be89b,0x1b6284,"21.50Ξ ($74,295)","May 07, 2021",1622.0
14626,Bid,0x1b6284,,"21.50Ξ ($74,295)","May 07, 2021",1622.0
14627,Offered,,,"23Ξ ($78,871)","May 07, 2021",1622.0
14628,Transfer,0x48db19,0x3be89b,,"May 02, 2021",1622.0
14629,Claimed,,0x48db19,,"Jun 23, 2017",1622.0
14630,Bid Withdrawn,0x279679,,"42Ξ ($80,985)","Jul 16, 2021",1623.0
14631,Offered,,,"53.50Ξ ($99,803)","Jul 16, 2021",1623.0
14632,Offer Withdrawn,,,,"Jul 16, 2021",1623.0
14633,Bid,0x279679,,"42Ξ ($81,813)","Jul 16, 2021",1623.0
14634,Offered,,,"55.55Ξ ($109,642)","Jul 13, 2021",1623.0
14635,Offer Withdrawn,,,,"Jul 13, 2021",1623.0
14636,Offered,,,"49Ξ ($102,682)","Jul 12, 2021",1623.0
14637,Sold,0xa68665,apemode.…,"37Ξ ($77,756)","Jul 12, 2021",1623.0
14638,Bid,apemode.…,,"37Ξ ($77,687)","Jul 12, 2021",1623.0
14639,Offered,,,"40.60Ξ ($86,451)","Jul 09, 2021",1623.0
14640,Offered,,,"42Ξ ($95,070)","Jul 06, 2021",1623.0
14641,Bid,0xa94181,,"35Ξ ($77,725)","Jul 06, 2021",1623.0
14642,Offered,,,"43Ξ ($94,929)","Jun 29, 2021",1623.0
14643,Bid,0xa94181,,"30Ξ ($66,891)","Jun 29, 2021",1623.0
14644,Offered,,,"44Ξ ($81,916)","Jun 25, 2021",1623.0
14645,Offered,,,"56Ξ ($141,342)","May 28, 2021",1623.0
14646,Offered,,,"64.88Ξ ($270,569)","May 12, 2021",1623.0
14647,Offered,,,"69.69Ξ ($245,624)","May 08, 2021",1623.0
14648,Transfer,0x6dfb2e,0xa68665,,"May 08, 2021",1623.0
14649,Transfer,0xa68665,0x6dfb2e,,"May 04, 2021",1623.0
14650,Transfer,0x6dfb2e,0xa68665,,"May 03, 2021",1623.0
14651,Transfer,0xa68665,0x6dfb2e,,"Mar 19, 2021",1623.0
14652,Sold,0x6611fe,0xa68665,"53Ξ ($93,896)","Mar 18, 2021",1623.0
14653,Bid Withdrawn,0xa68665,,"48Ξ ($85,038)","Mar 18, 2021",1623.0
14654,Bid,0xa68665,,"48Ξ ($87,400)","Mar 18, 2021",1623.0
14655,Bid Withdrawn,0xa68665,,"44Ξ ($80,117)","Mar 18, 2021",1623.0
14656,Bid,0xa68665,,"44Ξ ($80,376)","Mar 17, 2021",1623.0
14657,Offered,,,"53Ξ ($93,906)","Mar 17, 2021",1623.0
14658,Bid Withdrawn,0xa68665,,"40Ξ ($70,906)","Mar 17, 2021",1623.0
14659,Bid,0xa68665,,"40Ξ ($75,370)","Mar 15, 2021",1623.0
14660,Bid Withdrawn,0x48d1f7,,"10Ξ ($17,526)","Feb 17, 2021",1623.0
14661,Bid,0x48d1f7,,"10Ξ ($17,827)","Feb 16, 2021",1623.0
14662,Claimed,,0x6611fe,,"Jun 23, 2017",1623.0
14663,Sold,Kenney,0x4a298c,"16.50Ξ ($39,856)","Jun 13, 2021",1624.0
14664,Bid,0x4a298c,,"16.50Ξ ($38,991)","Jun 13, 2021",1624.0
14665,Bid Withdrawn,0x428e03,,"15Ξ ($33,788)","May 30, 2021",1624.0
14666,Bid,0x428e03,,"15Ξ ($33,285)","May 29, 2021",1624.0
14667,Bid Withdrawn,0x428e03,,"14.50Ξ ($32,175)","May 29, 2021",1624.0
14668,Bid,0x428e03,,"14.50Ξ ($33,655)","May 29, 2021",1624.0
14669,Offered,,,"17.99Ξ ($41,756)","May 29, 2021",1624.0
14670,Bid Withdrawn,capital_…,,"3Ξ ($1,795)","Dec 06, 2020",1624.0
14671,Bid,capital_…,,"3Ξ ($1,523)","Nov 27, 2020",1624.0
14672,Sold,0x01d897,Kenney,0.09Ξ ($87),"Feb 03, 2018",1624.0
14673,Offered,,,0.09Ξ ($87),"Feb 03, 2018",1624.0
14674,Offer Withdrawn,,,,"Feb 03, 2018",1624.0
14675,Offered,,,1.30Ξ ($853),"Dec 12, 2017",1624.0
14676,Sold,Hemba,0x01d897,0.13Ξ ($85),"Dec 12, 2017",1624.0
14677,Offered,,,0.13Ξ ($85),"Dec 12, 2017",1624.0
14678,Claimed,,Hemba,,"Jun 23, 2017",1624.0
14679,Sold,0x052564,0x5cd16d,"25Ξ ($44,579)","Feb 22, 2021",1625.0
14680,Offered,,,"25Ξ ($47,950)","Feb 22, 2021",1625.0
14681,Offer Withdrawn,,,,"Jan 23, 2021",1625.0
14682,Offered,,,"7Ξ ($2,539)","Sep 28, 2020",1625.0
14683,Offered,,,"6Ξ ($2,176)","Sep 28, 2020",1625.0
14684,Offered,,,"5Ξ ($1,730)","Sep 24, 2020",1625.0
14685,Offered,,,"4Ξ ($1,437)","Sep 13, 2020",1625.0
14686,Offered,,,3Ξ ($641),"May 28, 2020",1625.0
14687,Transfer,0xd8e806,0x052564,,"Jun 17, 2018",1625.0
14688,Offered,,,0.20Ξ ($230),"Jan 20, 2018",1625.0
14689,Offer Withdrawn,,,,"Dec 13, 2017",1625.0
14690,Bid Withdrawn,0x8ba3e2,,0.12Ξ ($40),"Nov 17, 2017",1625.0
14691,Bid,0x8ba3e2,,0.12Ξ ($34),"Nov 02, 2017",1625.0
